#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5
-1,0,5,,4,,4,,2,17142,,,208,,6,630,0,1,,0,,,,143.25,465,,271313,945770,1299,4,16
-1,0,5,,0,,0,,1,5513,,,245,,6,398,0,0,,0,,,21,111.5,962,,4086,6,23040,8696,28753
-1,1,4,6,0,3,1,0,1,37,,6613,8854,18,2.5,258,1067,1,0,1,17287,1965,63,,792,33768,3181,12,1096,47576,1720
-1,2,3,3,1,3,1,2,1,11,,35481,604,20,1.33333,237,1365,1,1,2,60294,60294,15,,898.5,,0,285274,101030,6,5
-1,0,5,,8,,9,,3,845,,,652,,6,1178,0,1,,0,,,,78,796,,28,218,50,651,34057
-1,2,3,1.5,8,1,1,1,2,677429,,7347,111,14,1.33333,606,1184,1,2,2,7844,,11,161.5,,,45726,268270,39878,141207,1566
-1,1,4,0,1,1,1,0,1,607337,,,1660,,2.5,421,2634,1,0,0,,,,165,666,5642,281737,7,981,8,60312
-1,4,1,1.75,2,2,0,2,1,220,,38094,1,195,0.4,175,3053,0,2,4,38133,38086,1,,,,0,66679,2570,1510,50279
-1,5,0,1.8,,0,,0,,,,11168,,9,0.166667,0,894,,0,5,21226,23181,,,,,0,1132,286,1584,8630
-1,0,5,,1,,1,,1,2453,,,332,,6,1275,0,2,,0,,,2,306,1042,,7498,1361,1730,13035,9856
-1,3,2,2,4,0,4,0,2,68631,,47231,3402,226,0.75,509,645,1,2,3,77688,77041,,154,,6649,76,40331,1774,12257,349837
-1,3,2,0.666667,5,1,6,1,2,408796,,9210,502,44315,0.75,944,676,3,0,1,14403,14403,,376,627,,6,4275,116542,15899,627
-1,2,3,1,2,1,2,1,1,20,,395,628,102887,1.33333,758,582,2,2,2,395,768,7,,938,,11,18,179,8323,21634
-1,1,4,7,0,1,0,0,1,6483,,29192,117,2,2.5,509,418,1,1,1,87932,3621,40,142.333,,,82,21,402,132,706
-1,5,0,2.4,,1,,0,,,,43892,,15,0.166667,0,1187,,0,5,46780,45120,,,,,8,324,5521,1560,1306
-1,5,0,2.2,,1,,1,,,,8165,,18,0.166667,0,2005,,2,5,18012,4544,,,,,13,34598,38442,36223,35673
-1,3,2,2.66667,0,2,0,2,1,61884,,8337,2008,145,0.75,400,560,1,0,3,25673,2576,,406,,3610,14,215173,411,155704,364652
-1,5,0,1,,0,,0,,,,1243,,41,0.166667,0,396,,1,2,2144,,,,,,79,16932,14435,31525,208
-1,1,4,1,4,0,5,0,1,230288,,166464,1488,63,2.5,1434,1744,7,2,1,166464,166464,1,,883.5,4185,0,43068,78232,18859,23009
-1,0,5,,0,,0,,1,586,,,21295,,6,373,0,1,,0,,,,,903.5,41685.5,300,12,20,1443,164
-1,1,4,1,0,0,0,0,1,78,,2643,1122,211041,2.5,175,308,1,4,1,2643,,,,811.667,2053,0,145304,9,19,57790
-1,0,5,,1,,1,,1,574,,,2125,,6,713,0,0,,0,,,,163.5,1183,4558.5,10,7,5,8,10
-1,3,2,2,1,4,0,4,1,134932,,53267,114,139,0.75,357,645,1,2,3,120166,104785,,114,,,352568,273209,355,47165,125181
-1,5,0,2.2,,0,,0,,,,17540,,30,0.166667,0,742,,2,4,25307,49430,,,,,0,8669,15520,215,105047
-1,5,0,1.4,,0,,1,,,,11926,,320,0.166667,0,626,,2,5,16343,20413,,,,,4,6333,20959,1805,1725
-1,0,5,,0,,0,,1,59324,,,1042,,6,453,0,0,,0,,,58,247.5,625,4032,3,121,16,28,53
-1,3,2,1.33333,3,2,2,1,2,4353,,72285,102,7705,0.75,279,1479,0,3,3,72390,72180,1,202,,,107,106,8593,22594,85586
-1,3,2,1.66667,0,0,0,0,1,2312,,5095,3,170,0.75,566,734,0,1,3,7795,13258,3,,,,23138,4109,20146,11517,515
-1,5,0,0.8,,0,,0,,,,5935,,1645,0.166667,0,356,,1,3,6000,5869,,,,,149,3947,2838,11359,26225
-1,0,5,,4,,3,,5,36,,,11416,,6,1026,0,0,,0,,,,239,1423,22001,8,5,1247,4,868
-1,5,0,1.4,,0,,0,,,,6144,,81743,0.166667,0,904,,1,4,11781,2684,,,,,55911,25818,14540,15758,176
-1,5,0,1.8,,1,,1,,,,22745,,102,0.166667,0,879,,1,5,38631,33489,,,,,0,5922,2899,52,230
-1,4,1,2.5,0,2,0,0,1,15,,15489,2247,8,0.4,432,1710,2,2,4,34211,21712,,,,2247,0,7486,69155,271,93512
-1,4,1,1,1,1,0,1,1,48368,,4930,41,288,0.4,260,1552,1,1,4,4930,5893,41,,,,54400,63640,7291,985,1657
-1,4,1,1.5,1,0,0,0,1,2342,,1389,16,2825,0.4,449,570,1,1,4,1735,16,16,,,,7,2342,26214,2602,1933
-1,1,4,1,1,1,2,0,1,382759,,1775,258,7364,2.5,604,429,3,1,1,1775,1775,39,138.5,716,,346945,290772,338944,3,8
-1,4,1,1.75,0,5,0,5,1,493896,,31825,60977,323,0.4,220,1578,0,2,3,62324,62324,,,,60977,225,5890,1106,140628,29706
-1,4,1,2.5,0,0,0,0,1,88038,,13594,86,4,0.4,260,955,0,2,4,28259,8465,,86,,,0,118307,14250,3221,32083
-1,1,4,1,1,1,1,0,1,5206,,13642,840,3,2.5,861,844,1,5,1,13642,13642,22.5,,1301,2014,2508,1500,25,290,934
-1,4,1,1.75,2,0,0,1,2,77,,6468,28,18,0.4,223,1813,1,2,4,7234,7697,28,,,,58177,13,24135,8333,51779
-1,5,0,2.4,,1,,1,,,,7757,,10,0.166667,0,2197,,1,5,13509,11110,,,,,0,296,1235,336,30184
-1,5,0,2.6,,0,,1,,,,6169,,768,0.166667,0,1397,,1,4,33755,66172,,,,,19,80793,3513,151292,75125
-1,5,0,1.4,,1,,1,,,,4487,,11720,0.166667,0,598,,0,5,6277,10029,,,,,0,14422,1338,8466,210
-1,3,2,1,1,2,0,0,1,8444,,74760,30,8440,0.75,4110,2342,0,3,2,149430,149430,29.5,,,,52,4052,12813,51753,29568
-1,3,2,2.66667,0,2,0,1,1,268170,,13615,170,119,0.75,303,713,0,2,3,45512,1475,,169.5,,,137743,130089,68788,372276,171
-1,0,5,,1,,1,,2,35600,,,2341,,6,498,0,0,,0,,,,,903,3060,2183,24,344,916,16
-1,4,1,1.75,0,2,0,1,1,2690,,11399,112,55,0.4,171,559,0,1,4,20752,7183,,112,,,0,2628,61,72,18728
-1,0,5,,1,,1,,2,603843,,,2557,,6,460,0,0,,0,,,60,,1065,4551.5,4,6,3,93,16
-1,0,5,,2,,1,,2,308293,,,654,,6,524,0,4,,0,,,,209,,2432,7,1244,7855,125,9319
-1,5,0,2,,0,,0,,,,139112,,5,0.166667,0,450,,0,5,174825,81193,,,,,0,63,3477,2299,748
-1,1,4,1,1,1,1,0,2,123890,,3733,3560,17,2.5,1497,887,1,2,1,3733,3733,16,,1013,12198,26,21347,39004,1419,1376
-1,5,0,2,,0,,1,,,,10829,,6,0.166667,0,804,,2,4,30562,,,,,,11,12432,3110,7044,8472
-1,2,3,1.5,1,2,1,0,1,404,,23341,4964,26,1.33333,465,1189,1,1,2,24097,24097,,96,1064,13731,1481,98,276,4197,98
-1,0,5,,1,,0,,1,22453,,,24836,,6,327,0,1,,0,,,22,,,41379,0,432019,1283,32,9318
-1,4,1,0.75,0,0,0,1,1,65688,,34569,700,51,0.4,748,742,0,2,3,34569,34569,,,700,,357,5176,2125,12763,444
-1,2,3,2.5,2,1,3,1,2,114792,,4175,6370,74,1.33333,560,682,0,0,2,9035,302,,358,,9375.5,109080,538,34110,4610,3007
-1,0,5,,4,,6,,1,144377,,,455,,6,836,0,1,,0,,,64.5,277,1591,,214838,13,3,7,1286
-1,0,5,,2,,4,,2,47,,,3648,,6,496,0,1,,0,,,,,557.667,8283,208,172,5366,171,28
-1,3,2,1,1,0,0,0,2,311030,,10061,1371,26279,0.75,276,921,1,2,2,10563,9559,,,1371,,13,7301,1619,18941,2515
-1,4,1,2,-1,1,0,0,1,794257,,14385,254,10,0.4,304,1582,0,0,4,15605,12924,,254,,,72119,1395,149941,38769,12911
-1,0,5,,1,,1,,2,2891,,,99,,6,559,0,1,,0,,,41.25,330,,,2929,4360,24259,132888,3949
-1,3,2,1,1,1,0,0,1,26485,,166,417,1165,0.75,525,2428,0,1,2,276,,,70,764,,6,181498,1097,24733,198570
-1,5,0,3,,0,,0,,,,5958,,5,0.166667,0,1184,,1,4,19615,8427,,,,,47988,5294,10501,2787,3063
-1,5,0,2.8,,0,,0,,,,5423,,30,0.166667,0,1445,,1,5,14255,4401,,,,,0,1321,51859,29959,77
-1,4,1,2,3,5,0,4,1,2687,,1295,131,690,0.4,139,1288,0,0,4,2253,2185,,131,,,268665,7445,2687,37515,152728
-1,1,4,6,1,10,1,0,1,19744,,1001,2365,5,2.5,275,470,0,3,1,2235,820,,118,453,4445,-2761,1447,70,45,473
-1,5,0,0.8,,1,,1,,,,19196,,48,0.166667,0,3538,,1,4,19196,19196,,,,,9,323,454,705,1671
-1,4,1,1,0,1,0,1,1,850,,1228,13,375,0.4,238,323,0,1,3,1656,3910,13,,,,6,850,58915,4314,2878
-1,3,2,3.66667,0,0,0,0,1,100,,7876,15,55,0.75,1268,714,0,0,3,25276,6454,15,,,,0,177,22788,23,118
-1,1,4,2,0,2,0,0,1,83203,,1060,1053,28,2.5,434,588,1,0,1,1596,1596,,111,1366.67,,1091,349,852,453,23
-1,2,3,4.5,3,3,2,2,2,1042,,33416,285,3,1.33333,355,536,0,1,2,119499,864,,126,602,,1267,26,245,14,1239
-1,0,5,,1,,0,,1,22349,,,374,,6,596,0,1,,0,,,18,208,634.5,,11,336417,43536,37961,1578
-1,5,0,1.4,,0,,0,,,,29941,,223,0.166667,0,1248,,2,4,69462,4711,,,,,5,261,4042,11532,7313
-1,3,2,3.33333,5,4,4,2,1,684,,34705,400,8,0.75,1384,1525,1,3,3,60806,33147,,323,477,,358085,1362,5886,1106,5
-1,2,3,5,0,4,0,0,1,218369,,23406,1401,32,1.33333,1094,508,0,3,2,99152,10807,,116,485,3601,37,63192,56285,2360,43117
-1,4,1,1.25,0,1,0,1,1,174,,13518,8,24463,0.4,1863,2626,0,4,4,16734,22309,8,,,,18,26750,1477,1383,447
-1,0,5,,0,,0,,1,94,,,1750,,6,245,0,0,,0,,,6,182.5,,4189.5,12,317953,534248,3000,82
-1,5,0,3.8,,2,,1,,,,25122,,11,0.166667,0,484,,1,5,64113,3574,,,,,4,39992,1320,11740,4187
-1,0,5,,1,,0,,1,75,,,458,,6,321,0,2,,0,,,67,400,877,,482072,42047,108,12558,234
-1,0,5,,0,,0,,1,16,,,87,,6,443,0,4,,0,,,18.3333,191,,,134,8,63,79,1236
-1,3,2,1.33333,-1,1,0,1,1,8102,,648,9,103688,0.75,352,367,1,2,3,1282,16,8.5,,,,24641,12,1381,121195,489379
-1,5,0,1.2,,0,,0,,,,6052,,8930,0.166667,0,1474,,0,5,7254,5968,,,,,0,1936,30509,2135,874070
-1,3,2,0.333333,0,0,1,0,1,12,,3711,165,15,0.75,367,533,2,0,1,3711,3711,20,309,,,34,20069,418,15,18596
-1,1,4,1,0,2,0,0,1,1456,,194,66,233,2.5,329,491,1,0,1,194,194,22.3333,197,,,37,14,1072,5,107
-1,0,5,,1,,1,,2,7,,,1796,,6,405,0,1,,0,,,11,178,,4307,10,421,1770,373,663
-1,5,0,2.8,,1,,1,,,,33580,,29,0.166667,0,817,,1,4,103214,57637,,,,,22876,3736,3892,21369,1480
-1,4,1,2.75,0,2,0,0,1,2,,21528,373,11,0.4,94,1091,3,1,4,58469,16726,,373,,,27389,68939,38849,101261,19794
-1,2,3,2.5,1,3,3,2,3,181599,,6601,5926,30,1.33333,642,2070,2,1,2,12026,3151,65,,,8857,8,29,13,841210,57259
-1,4,1,1.5,0,1,0,1,1,1382,,8581,159,3781,0.4,333,2800,0,1,4,20332,3347,,159,,,39,6216,2979,1382,305
-1,5,0,1.2,,1,,1,,,,6336,,7,0.166667,0,1252,,2,3,16643,1358,,,,,11,1136,1285,30687,25578
-1,5,0,2.6,,0,,1,,,,2558,,60,0.166667,0,350,,0,5,6515,,,,,,10,1248,3013,2979,6117
-1,5,0,3,,1,,1,,,,36799,,123172,0.166667,0,330,,1,5,95077,106462,,,,,193999,3406,213389,27672,34172
-1,1,4,1,1,1,0,0,1,200093,,86,2307,37882,2.5,969,2156,0,0,1,86,86,,86,851,4145,230004,146792,43214,35975,1907
-1,4,1,2.25,0,1,0,1,1,5014,,4519,33,13,0.4,257,921,0,0,4,5583,3857,33,,,,0,8776,1261,11,30006
-1,5,0,1.6,,1,,1,,,,5970,,13,0.166667,0,1190,,3,4,8961,4674,,,,,0,1220,11187,883,1491
-1,5,0,1.6,,0,,1,,,,60306,,65,0.166667,0,2132,,2,4,76355,66749,,,,,4,322867,51513,11884,2768
-1,5,0,2.6,,3,,3,,,,19468,,20,0.166667,0,506,,0,5,32037,13927,,,,,0,719,1888,3710,13700
-1,3,2,1,1,0,1,0,1,17903,,727,22,6472,0.75,1437,3372,2,3,3,727,66,22,,,,72,5967,52994,509,54
-1,0,5,,3,,1,,2,421,,,3394,,6,549,0,2,,0,,,,196.5,,5525,2,3184,737,241,4564
-1,5,0,2.2,,1,,2,,,,73149,,31,0.166667,0,596,,1,4,77517,,,,,,0,8269,420140,155680,22002
-1,4,1,1,0,1,0,0,1,751657,,16074,835,111502,0.4,937,1293,0,3,4,16074,60266,,,835,,877,1967,11596,99809,6862
-1,5,0,2,,0,,0,,,,12773,,14,0.166667,0,129,,1,5,19746,22960,,,,,1128,5988,1141,353,66
-1,4,1,2.25,0,0,0,0,1,126,,2127,8,24251,0.4,232,838,0,0,4,3380,,8,,,,0,51716,126,21343,99506
-1,0,5,,2,,1,,2,7346,,,5927,,6,203,0,1,,0,,,65,,484,9694.67,0,506,60,98,52
-1,2,3,4,0,2,0,0,1,44034,,16207,7094,3,1.33333,174,286,0,1,2,35930,16386,,179,656,20447,14,2937,538,5361,2377
-1,0,5,,0,,1,,1,167717,,,1553,,6,416,0,0,,0,,,65,171,,7293,6,6,97,2813,6149
-1,4,1,1.5,3,1,0,1,2,16755,,8759,137,5853,0.4,342,626,1,0,4,9595,7923,,137,,,0,14076,46877,16755,1075
-1,0,5,,1,,1,,1,313,,,2267,,6,366,0,0,,0,,,35.5,,,3755,338718,3,21,3,165204
-1,5,0,2.6,,5,,5,,,,26277,,7,0.166667,0,1649,,8,5,41040,32220,,,,,3894,7619,21369,15619,2021
-1,0,5,,1,,1,,2,36,,,2625,,6,306,0,2,,0,,,,171,1242.5,5233.5,18743,11686,261012,181902,70261
-1,0,5,,0,,0,,1,449,,,750,,6,356,0,1,,0,,,33,313,1134.67,,283605,555,60535,1429,4564
-1,5,0,1.2,,2,,1,,,,14692,,295,0.166667,0,699,,2,4,18565,18565,,,,,20,783,665,750,3357
-1,0,5,,1,,1,,2,312,,,2582,,6,709,0,0,,0,,,,279,1282.67,8784,27357,83,47,5616,2476
-1,2,3,4.5,0,4,0,4,1,437431,,2597,244,46,1.33333,564,792,0,2,2,9784,7669,6,188,538,,0,70349,1079,31,179
-1,4,1,2,1,1,0,0,2,51,,3471,748,481,0.4,379,913,0,1,4,10454,1104,,,748,,0,9961,187,11229,66294
-1,4,1,2.5,1,6,0,4,2,226967,,82399,742,64008,0.4,357,706,1,2,4,107341,139802,,,742,,78,6947,17582,9968,7
-1,3,2,1,1,1,0,1,1,187808,,3066,2571,54942,0.75,2343,770,0,0,3,3066,7159,63,,,5079,18814,87918,24704,10166,7961
-1,1,4,1,2,0,4,0,1,32231,,67115,12268,5,2.5,1509,3430,3,0,1,67115,67115,,113,,18345.5,77055,27,162,4960,777550
-1,4,1,1,0,1,0,0,1,18866,,1772,25,651,0.4,314,1061,2,2,2,2617,138,25,,,,0,16455,2410,275,2907
-1,2,3,4.5,5,6,3,0,3,54462,,17292,3029,196,1.33333,463,786,1,3,2,64038,14229,,,1021,4032.5,0,18,4,71659,300665
-1,1,4,1,1,4,0,0,1,845,,5532,640,18,2.5,243,408,0,0,1,5532,5532,,164,877.5,,69,59933,12833,31869,22653
-1,4,1,1.75,2,2,0,2,2,24,,19237,1902,108,0.4,578,1236,0,0,4,33167,13973,,,,1902,2861,6224,4364,3804,556037
-1,0,5,,4,,5,,3,924,,,14752,,6,1500,0,1,,0,,,,,767,18248,145391,643,272,437,63
-1,4,1,2.5,2,1,0,1,2,19,,53250,158,42,0.4,831,927,1,1,4,103397,,,158,,,9,2654,346,2723,23
-1,4,1,1.25,0,1,0,1,1,1782,,7277,38,480,0.4,514,1285,0,1,4,7559,7559,38,,,,239421,11767,1782,30123,17293
-1,0,5,,0,,0,,1,169005,,,2574,,6,699,0,0,,0,,,13.5,129,,6356,215426,3647,7,1490,2341
-1,5,0,1.8,,2,,2,,,,16957,,53537,0.166667,0,925,,0,5,30036,36164,,,,,1528,138751,54930,19765,24429
-1,1,4,2,0,0,0,0,1,113,,1227,1023,15,2.5,201,271,1,2,1,2327,2327,10.5,,,2036,106872,1272,24321,3897,112485
-1,1,4,1,-1,1,1,0,1,31349,,9,24,20418,2.5,179,1523,1,5,1,9,9,23.5,,,,186804,225989,18,20104,295
-1,5,0,1.2,,0,,0,,,,24634,,26,0.166667,0,4940,,1,4,37528,37528,,,,,58,361,5533,27104,6361
-1,0,5,,2,,0,,1,164,,,526,,6,371,0,1,,0,,,51,216,1072.5,,2251,2997,220,4578,3869
-1,0,5,,0,,0,,1,263848,,,16791,,6,968,0,0,,0,,,,218,970,82330,18,53,11,22,60
-1,2,3,1.5,5,4,8,4,1,15002,,1029,261,14,1.33333,155,914,0,1,2,1417,227,8,227,549,,10,11904,3042,22622,13
-1,5,0,1.4,,0,,0,,,,1400,,7,0.166667,0,1957,,1,4,1520,647,,,,,27282,5680,12228,7122,1445
-1,1,4,1,0,0,0,0,1,233,,2950,34,116,2.5,377,651,1,5,1,2950,2950,17,86,,,7,3,33406,25,111
-1,0,5,,1,,1,,2,39,,,845,,6,578,0,1,,0,,,40,93,1363.67,,0,831428,2892,2826,19445
-1,3,2,1.33333,1,0,0,0,1,159,,9117,760,13,0.75,200,368,0,0,2,14284,15225,,,760,,15,1449,8921,162416,160843
-1,0,5,,18,,27,,4,5466,,,7538,,6,1614,0,1,,0,,,,,,7537.6,0,622,31,655,455
-1,5,0,1.2,,0,,0,,,,5972,,39466,0.166667,0,1683,,0,5,8142,12881,,,,,7,3796,6423,1410,19931
-1,4,1,1.25,0,0,0,1,2,79197,,11119,482,172,0.4,107,1222,0,1,4,13945,13945,,,482,,0,53238,2860,16858,98
-1,3,2,2,2,0,0,1,2,229914,,7451,289,57,0.75,470,746,1,1,3,14308,6217,,288.5,,,10491,365417,122392,24824,11478
-1,5,0,1.8,,1,,1,,,,14856,,79,0.166667,0,1974,,1,5,38641,19189,,,,,22,22711,153183,37045,42055
-1,0,5,,1,,2,,1,26033,,,405,,6,432,0,1,,0,,,9.5,,668.667,,126564,23210,14470,8214,20453
-1,4,1,1.75,0,1,0,1,1,357729,,42443,109,16343,0.4,170,3104,0,1,4,84024,215,,109,,,241878,253541,1286,10261,20108
-1,0,5,,3,,2,,1,1426,,,15512,,6,1312,0,1,,0,,,,,475,19271,30,1371,18909,15,2
-1,0,5,,2,,1,,2,31355,,,1065,,6,710,0,0,,0,,,48,,1091.67,2001,0,13,16474,64091,1491
-1,1,4,4,0,0,1,0,1,84,,1718,827,2620,2.5,315,505,0,0,1,6346,,,389,973.333,,0,12977,4145,1820,19127
-1,4,1,2,1,3,0,3,1,14,,15140,74,233,0.4,508,984,0,1,4,20762,11667,,74,,,293,57517,33,8512,1672
-1,4,1,1.25,1,0,0,0,2,1185,,4666,1403,10,0.4,209,970,0,2,3,6044,4332,,,1403,,77688,2808,1484,300,2616
-1,1,4,7,1,2,0,0,2,117,,39150,1106,4,2.5,621,241,0,0,1,112261,866,,213,1110,1992,42,32,1223,29096,283
-1,4,1,4.75,2,4,0,2,2,274,,19847,4727,11,0.4,203,2682,0,1,4,46675,22080,,,,4727,9,49993,15,1317,1299
-1,0,5,,0,,1,,1,20,,,4292,,6,477,0,0,,0,,,21,426,,10496,15,60,37,273,13
-1,4,1,1,3,1,0,1,5,327203,,47365,11514,49530,0.4,551,683,1,1,4,47365,47365,,,,11514,13,489538,23669,4672,25805
-1,1,4,2,0,0,0,0,1,98917,,26757,639,7,2.5,442,841,0,0,1,47802,,1,423,471,1661,24,5,5,7,712900
-1,0,5,,4,,3,,2,12855,,,226,,6,540,0,1,,0,,,56,160.333,591,,33048,96438,9678,10671,49580
-1,5,0,4.6,,1,,2,,,,13867,,3,0.166667,0,438,,1,5,34525,19532,,,,,0,92314,4415,31464,10269
-1,4,1,2.5,0,1,0,1,1,1824,,4208,55,459,0.4,1620,2206,0,0,4,7970,7966,55,,,,0,17404,1312,1623,200
-1,4,1,1.75,1,0,0,0,1,14612,,4813,17,1695,0.4,1894,923,0,1,4,8621,8621,17,,,,0,14612,410506,100465,1792
-1,5,0,1.2,,1,,1,,,,14949,,79,0.166667,0,400,,0,4,28238,1857,,,,,1,56,1436,79117,2562
-1,0,5,,2,,1,,3,8,,,1736,,6,332,0,1,,0,,,,,932.333,2942,194346,1397,18,43,8
-1,5,0,4.4,,5,,6,,,,158225,,3,0.166667,0,503,,0,5,241698,205408,,,,,55,55,2677,5590,562
-1,2,3,1,0,0,0,0,1,166218,,40681,2371,90,1.33333,326,339,1,1,2,40681,40681,,,1478,2817,3185,18,185776,271993,237571
-1,2,3,7.5,1,8,0,6,2,10940,,3746,2102,269329,1.33333,476,789,0,0,2,19459,4206,32,,,3137,3,45202,29010,41975,2776
-1,4,1,3.25,2,3,0,2,3,2997,,3405,113,25,0.4,1310,642,0,1,4,9662,5544,,113,,,2,1723,464,2997,15407
-1,2,3,1,1,1,0,1,1,337,,320,439,44941,1.33333,449,2172,0,2,2,320,,,123.5,1071,,357050,148,28,19077,691
-1,1,4,1,0,0,0,0,1,88,,4550,1058,216,2.5,178,436,1,0,1,4550,4550,,215.667,,3584,13,5,65,1659,4
-1,4,1,1.75,0,1,0,2,1,1421,,55711,77,383,0.4,5213,2176,0,1,4,61818,54337,,77,,,34,117962,109665,1421,47601
-1,0,5,,0,,0,,2,3397,,,12582,,6,561,0,0,,0,,,,,1159,20198,0,4345,30,12,1241
-1,5,0,1.4,,1,,0,,,,511,,34365,0.166667,0,1706,,1,4,575,1148,,,,,451069,3786,7143,87,235
-1,5,0,2.4,,0,,0,,,,5950,,42,0.166667,0,1106,,3,4,18627,16124,,,,,32,3708,146,65640,4733
-1,1,4,2,4,0,3,0,3,3574,,22585,2841,89,2.5,453,723,1,3,1,41707,,,410,,4056,15,21806,2700,1273,4482
-1,4,1,2.5,0,1,0,0,1,91317,,20783,13,14,0.4,327,1017,0,1,4,48446,48446,13,,,,0,15552,17300,11407,108365
-1,2,3,3,1,3,2,1,2,7502,,57262,1407,19,1.33333,358,1464,2,3,2,130005,29276,,,1019,2183,44,89,56848,1017385,132095
-1,5,0,1.8,,1,,1,,,,9488,,136,0.166667,0,2987,,1,5,17122,6854,,,,,126659,17481,1230,4621,1531
-1,5,0,1.4,,1,,1,,,,5508,,9013,0.166667,0,1147,,0,5,5868,1040,,,,,0,8312,5705,22134,16423
-1,4,1,1,0,0,0,0,1,12,,8600,17,58646,0.4,427,533,1,2,3,8628,12773,17,,,,12,3148,6835,3123,4264
-1,5,0,0.6,,0,,0,,,,4949,,47,0.166667,0,2693,,2,2,5991,,,,,,0,1302,1130,362,191
-1,0,5,,0,,1,,1,19,,,767,,6,264,0,0,,0,,,11.5,201,,3410,148134,10,2019,4,20
-1,1,4,1,4,0,4,0,2,188980,,106,1568,14701,2.5,506,702,0,0,1,106,106,,403,1632,2119,12,251612,400,9785,225817
-1,0,5,,0,,0,,1,519869,,,1416,,6,618,0,0,,0,,,,322.5,681,2877.5,4396,24419,476,10138,5
-1,3,2,2,1,1,0,1,1,774187,,5665,4875,44793,0.75,449,904,1,3,3,11435,95,,,1241,8509,7020,20406,1205,2920,5920
-1,1,4,1,1,0,1,0,1,638062,,8460,1129,605,2.5,422,1668,0,2,1,8460,8460,11,175,655,3674,970,712,1625,81674,108671
-1,3,2,3.66667,1,3,0,2,1,155278,,4992,294,61,0.75,445,1401,1,1,3,9566,1383,62,,525,,3,4559,128623,28294,121056
-1,3,2,3,2,3,1,1,2,608026,,5587,1515,61,0.75,1545,2645,0,1,3,10589,4942,,,1515,,8,224479,3,456282,34637
-1,3,2,2.33333,0,1,0,1,1,107,,5778,680,3,0.75,652,1350,2,1,3,13000,13000,,,680,,1353,93,27,5827,4284
-1,2,3,2,2,1,1,0,2,19744,,9374,349,484,1.33333,1349,3545,0,9,2,18729,,65,429,553,,92,355878,160627,68722,261494
-1,5,0,2.6,,0,,0,,,,11341,,2565,0.166667,0,949,,4,5,42825,38067,,,,,7,31793,36012,2666,11411
-1,5,0,1,,0,,0,,,,2234,,34,0.166667,0,745,,0,4,2647,2647,,,,,9,1684,12948,4269,183
-1,5,0,3.6,,4,,3,,,,18143,,3307,0.166667,0,967,,0,5,67796,3329,,,,,14,1018,365,1367,5469
-1,4,1,3,0,1,0,1,1,4217,,24264,23,8,0.4,199,276,0,0,4,64823,,23,,,,0,109,1519,1251,4217
-1,5,0,2.4,,0,,0,,,,3469,,76,0.166667,0,1046,,1,5,7976,2678,,,,,9942,227,1356,2795,4668
-1,2,3,1.5,1,2,1,2,1,38,,10301,95,128,1.33333,700,836,1,0,2,13488,7114,29.5,226,,,0,2511,2637,2229,746
-1,5,0,2,,1,,2,,,,3442,,108,0.166667,0,550,,2,4,4093,,,,,,0,5834,23,1485,1671
-1,0,5,,1,,1,,1,476,,,82,,6,415,0,1,,0,,,25,120.333,,,1437,1646,4,23,1140
-1,5,0,2.8,,1,,1,,,,6326,,2760,0.166667,0,210,,1,5,21026,2932,,,,,13,1059,378,826,94
-1,1,4,0,1,0,0,0,1,48441,,,127,,2.5,554,328,1,0,0,,,47,367,,,20448,14389,25,22,19
-1,4,1,1,1,1,0,1,1,1273,,3076,76,431,0.4,386,2807,0,0,3,4141,4141,,76,,,25,119467,59,5840,1273
-1,4,1,4.25,0,2,0,2,1,6,,21976,82,7,0.4,162,429,0,4,4,56414,6932,,82,,,1,78,47,1253,1
-1,5,0,1,,0,,1,,,,1149,,939,0.166667,0,1332,,1,4,1166,1938,,,,,8,184144,5750,46553,4759
-1,0,5,,1,,1,,1,232321,,,832,,6,604,0,2,,0,,,11,274,1428,2171,120738,725,105,5,8
-1,1,4,5,1,1,1,0,1,19,,5676,327,3,2.5,313,838,1,3,1,25018,,63,150.5,944,,388586,1410,34,1531,3905
-1,2,3,1.5,0,0,0,0,1,219186,,2805,2555,10,1.33333,524,2694,0,0,1,3651,3651,,411,,3626.5,18806,295,1115,7616,115148
-1,0,5,,0,,0,,1,566828,,,1709,,6,707,0,0,,0,,,19.6667,,,4244,147667,145556,151428,4,9
-1,4,1,1.5,0,1,0,0,1,1463,,78523,1464,2505,0.4,663,1061,2,1,4,82334,149412,,,1464,,260779,342847,27085,69495,450673
-1,2,3,1.5,2,1,2,0,1,17969,,11894,113,20333,1.33333,5124,239,1,0,2,12012,21801,18.5,302,,,100,65,21747,8,2300
-1,0,5,,1,,0,,1,42,,,699,,6,902,0,2,,0,,,65,246.5,525,2410,339467,425,805,1623,97
